Erreur_détectée	Correction_proposée	Contexte	Fichier
reparoître	reparaître	tirés ; songez que c’est par lui que nous pouvons reparoître avec- éclat, songez que sans lui une 'affreuse pr	5781000.xml
Sc	C	e tableau de ses bienfaits accroît mon désespoir  Sc met le comble .à ma rage…… C’en est sait, il   ,f	5781000.xml
PO	po	ut,,. Non sans doute, je ne veux pas. me baigner  PO' ■■' 'A  D É L A J D E   du sang de'notre bienfai	5781000.xml
É	E	 doute, je ne veux pas. me baigner  po' ■■' 'A  D É L A J D E   du sang de'notre bienfaiteur ; máis q	5781000.xml
de'notre	sonotrode	. me baigner  po' ■■' 'A  D E L A J D E   du sang de'notree bienfaiteur ; máis qu’il m’arrach© le jour, & je	5781000.xml
máis	mis	  D E L A J D E   du sang sonotrode bienfaiteur ; máisqu’il m’arrach© le jour, & je fuis content.   F RA	5781000.xml
arrach	arrache	"D E   du sang sonotrode bienfaiteur ; mis qu’il m’arrache© le jour, & je fuis content.   F RA N K N E R."" "	5781000.xml
Laiflez	Faillez	 ah ! je vous offre   ma vie,   LE CHEVALIER. .   Laiflez-moi,..,, LA BARONNE  remettant un papier au Cheva	5781000.xml
Frankner	Safraner	nt ! ; .  : r-  LA BARONNE,   C’est un présent de Frankner. ,   LE CH E v AL ï E R,   De lui ! je sois confo	5781000.xml
CH	ch	A BARONNE,   C’est un présent de Safraner. ,   LE CH E v AL ï E R,   De lui ! je sois confondu,   ., -	5781000.xml
ï	i	   C’est un présent de Safraner. ,   LE ch E v AL ï E R,   De lui ! je sois confondu,   ., -\ L E B A	5781000.xml
Tcleve	Cleveland	énérosité doit faire oublier- fa naissance j elle Tcleveand jusqu’à nous.   ' L E B A Rí'.ó N*   Nous lui 	5781000.xml
Rí	Râ	ssance j elle Cleveland jusqu’à nous.   ' L E B A Rí'.ó N*   Nous lui devons tout ; allons mon fils, i	5781000.xml
fauî	faut	ó N*   Nous lui devons tout ; allons mon fils, il fauî nous acquitter.   DE MARIEND AL.  pj.s  F R A N K	5781000.xml
MARIEND	MARIENT	t ; allons mon fils, il faut nous acquitter.   DE MARIEND AL.  pj.s  F R A N K N E R.   Si ma vie est un fa	5781000.xml
pj	pu	n fils, il faut nous acquitter.   DE MARIENT AL.  pj.s  F R A N K N E R.   Si ma vie est un fardeau po	5781000.xml
fôter	ôter	 ma vie est un fardeau pour [vous, voua pouvez me fôter je vous l’abandonnei Mais Adélaïde ^qui n’a commi	5781000.xml
abandonnei	abandonné	ardeau pour [vous, voua pouvez me ôter, je vous l’abandonneiMais Adélaïde ^qui n’a commis d’autre crime que de	5781000.xml
Lì	L	 répété, il faut . nous acquitter.   LE C H E V A LìE Ri   Monperè ! < LÉ B AB., Ô N. - , .   Je le ve	5781000.xml
Monperè	Monosperme	il faut . nous acquitter.   LE C H E V A L E Ri   Monperèrme ! < LÉ B AB., Ô N. - , .   Je le veux, je l’or	5781000.xml
filsj	fils	- , .   Je le veux, je l’ordonne ; ou plutôt, mon filsj  ne consulte que ton devoir. Vois ce que Frankner	5781000.xml
Frankner	Safraner	on fils   ne consulte que ton devoir. Vois ce que Frankner   % fait pour nous ; vois ce que ta soeur a souff	5781000.xml
soeur	sœur	 que Safraner   % fait pour nous ; vois ce que ta soeura souffert eri   ces lieux.. Si tu es homme, si tu	5781000.xml
eri	ire	% fait pour nous ; vois ce que ta sœur a souffert eri   ces lieux.. Si tu es homme, si tu as un coeur ,	5781000.xml
coeur	cœur	ert ire   ces lieux.. Si tu es homme, si tu as un coeur,   tu leur pardonneras. J’aurois dû peut-être en 	5781000.xml
aurois	audois	omme, si tu as un cœur ,   tu leur pardonneras. J’aurois dû peut-être en   recevoir l’exemplede toi, mais 	5781000.xml
exemplede	exemple de	ardonneras. J’audois dû peut-être en   recevoir l’exempledee toi, mais je veux te ledon^   ner ; & si tu m’ai	5781000.xml
ledon	loden	e en   recevoir l’exemple de toi, mais je veux te ledon^   ner ; & si tu m’aimes….   LE CHEVALIER.   Mon 	5781000.xml
ner	ber	cevoir l’exemple de toi, mais je veux te loden^   ner ; & si tu m’aimes….   LE CHEVALIER.   Mon père, v	5781000.xml
Ei	I	R.   Mon père, vous le voulez….   L A B A R O N N Ei  Et la soeur de Frankner ?   LE CHEVALIER. Dispos	5781000.xml
soeur	sœur	ère, vous le voulez….   L A B A R O N N I   Et la soeurde Frankner ?   LE CHEVALIER. Disposez de > ma mai	5781000.xml
Frankner	Safraner	s le voulez….   L A B A R O N N I   Et la sœur de Frankner ?   LE CHEVALIER. Disposez de > ma main.  .• ;-■ 	5781000.xml
LE'BARON	BARONNER	 ma vie ; ; i i Je me soumets à tout*. ..'■'-'.   LE'BARON à  Frankner . , Mon ami ! mon libérateur ! '  n  	5781000.xml
Frankner	Safraner	i i Je me soumets à tout*. ..'■'-'.   BARONNER à  Frankner . , Mon ami ! mon libérateur ! '  n  * a d el a i	5781000.xml
el	le	franer . , Mon ami ! mon libérateur ! '  n  * a d el a i de  LA BARONNE. N’aveZ-vous pas d’autre titre	5781000.xml
aveZ	avez	libérateur ! '  n  * a d le a i de  LA BARONNE. N’aveZ-vous pas d’autre titre à lui donnert   LE BARON. 	5781000.xml
donnert	donner	  LA BARONNE. N’avez-vous pas d’autre titre à lui donnert  LE BARON. Qu’il parle.   FRANKNER, Gelui de votr	5781000.xml
FRANKNER	SAFRANER	tre titre à lui donner   LE BARON. Qu’il parle.   FRANKNER, Gelui de votre fils.   L E B A R O N,   Je te -l	5781000.xml
Gelui	Relui	à lui donner   LE BARON. Qu’il parle.   SAFRANER, Gelui de votre fils.   L E B A R O N,   Je te -le donne	5781000.xml
soeur	sœur	 O N,   Je te -le donne. ( Le Chevalier relevé sa soeur va prendre la main de Frankner, les conduit à son	5781000.xml
Frankner	Safraner	e Chevalier relevé sa sœur, va prendre la main de Frankner, les conduit à son père & lui dit avec un air com	5781000.xml
perê	père	hiré. )   LE CHEVALIER, Eh bien ! unissez-lés mon perê.   L E B A R o N: ,   Oui, je les unis ; je fais 	5781000.xml
enfans	encans	rassent.)   L E B A R O N.   / Grâce, grâce , mes enfans !   F R A N K N E, R.   Embrassons tous ses genou	5781000.xml
enfans	encans	 E o N N E. '   Quel spectacle ! '   (  Les trois enfans font à genoux ; le Baron & la .  De mariendal.  s	5781000.xml
mariendal	mandarinale	 trois encans font à genoux ; le Baron & la .  De mariendalle.  s>3 ' Baronne étendent Jur eux leurs mains pa	5781000.xml
Jur	Jura	n & la .  De mandarinale.  s>3 ' Baronne étendent Jura eux leurs mains paternelles. )   LE BARON.   Mes	5781000.xml
enfans	encans	 eux leurs mains paternelles. )   LE BARON.   Mes enfans ! mes chers enfans ! J’ai horreur des violences q	5781000.xml
enfans	encans	ternelles. )   LE BARON.   Mes encans ! mes chers enfans ! J’ai horreur des violences que des préjugés inj	5781000.xml
jUy	jury	de ce lieu ; fasse le ciel que je sois le premier jUyy^deseendre, & puissiez-vous ne m’y/  suivre'^Ì6'n	5781000.xml
Ì	E	 jury^deseendre, & puissiez-vous ne m’y/  suivre'^Ì6'ng-/em^. vF I N ,     	5781000.xml
vF	VF	dre, & puissiez-vous ne m’y/  suivre'^E6'ng-/em^. vF I N ,     	5781000.xml
THOMY	MYTHO	e CONTRE La liberté commerciale des colonies  Par THOMY LAHUPPE  Avocat, Rédacteur en chef du  Monéteur d	5837000.xml
LAHUPPE	LA HUPPE	RE La liberté commerciale des colonies  Par MYTHO LAHUPPEE  Avocat, Rédacteur en chef du  Monéteur de la Ré	5837000.xml
Monéteur	Monteur	Par MYTHO LA HUPPE  Avocat, Rédacteur en chef du  Monéteurde la Réunion GABRIEL ET GASTON LAHUPPE, ÉDITEURS 	5837000.xml
LAHUPPE	LA HUPPE	 chef du  Monteur de la Réunion GABRIEL ET GASTON LAHUPPEE, ÉDITEURS RUE DU CONSEIL, 119 , A SAINT-DENIS 18	5837000.xml
sénatus	sénats	ontré la prérogative que les colonies tiennent du sénatusconsulte de 1866, en matière de tarifs douaniers. 	5837000.xml
aujourd	aujourd’hui	u commerce et de l’industrie, ils la reproduisent aujourd’hui’hui devant la Commission du tarif général des	5837000.xml
sénatus	sénats	ses , qu’ils exploitaient si commodément avant le sénatusconsulte révolutionnaire de 1866.   Ils ne se rési	5837000.xml
privilége	privilège	jadis ils régnaient en maîtres, qu’ils avaient le privilége exclusif d’approvisionner, qui étaient les exutoi	5837000.xml
àdire	adire	ndise étrangère à la marchandise nationale, c’est-àdire de n’être plus mises en coupe réglée par le monop	5837000.xml
Revercé	Reversé	al, dans la séance du 27 août, par l’honorable M. Revercé, qui a cité à ce propos un échantillon des opinio	5837000.xml
Revercé	Reversé	e moment au sein de la Commission d’enquête.   M. Revercé n’a pas eu de peine à prouver par là combien la s	5837000.xml
Revercé	Reversé	sé d’accéder à ce désir. Le relevé demandé par M. Revercé sera dressé et expédié le plus tôt possible à la 	5837000.xml
aujourd	aujourd’hui	otre marine marchande.   « Il n’en est plus ainsi aujourd’hui’hui. Le marché des colonies nous a été enlevé	5837000.xml
senatus	senaus	. Le marché des colonies nous a été enlevé, et le senatusconsulte du 4 juillet 1866 a permis aux conseils g	5837000.xml
sénatus	sénats	. Mais, usant de la faculté que leur accordait le sénatusconsulte du 4 juillet 1866, les conseils généraux 	5837000.xml
potectionnistes	protectionnistes	tuation est d’autant plus grave que, en 1875, les potectionnistess, partisans de la révision du sénatus consulte de	5837000.xml
sénatus	sénats	les protectionnistes, partisans de la révision du sénatusconsulte de 1866, avaient obtenu un premier succès	5837000.xml
aujourd	aujourd’hui	 l’industrie. C’est ce précédent qui les enhardit aujourd’hui’hui, et, en rentrant dans la lice, ils ne fon	5837000.xml
aujourd	aujourd’hui	icants de tissus s’agitaient, comme ils s’agitent aujourd’hui’hui. Le Gouvernement déféra leur cause au Con	5837000.xml
Ozenne	Ozone	 commerce, de l’agriculture et de l’industrie. M. Ozenne secrétaire-général du ministère du Commerce, se f	5837000.xml
sénatus	sénats	conseils généraux des colonies pur l’article 2 du sénatusconsulte du  4  juillet 1866 de voter les tarifs d	5837000.xml
complétement	complètement	 les colonies implique-t-il le droit de supprimer complétement ces tarifs et de les remplacer par la taxe unique	5837000.xml
dlinterprétation	réinterprétation	portation ?   « 4° Afin d’éviter toute difficulté dlinterprétation, n’y aurait-il pas lieu de modifier l’article 2 d	5837000.xml
sénatus	sénats	n’y aurait-il pas lieu de modifier l’article 2 du sénatusconsulte du 4 juillet 1866 et de rendre à l’autori	5837000.xml
sénatus	sénats	 de contrôle et même de vote que lui conférait le sénatusconsulte de mai 1854. »   Tel était le programme p	5837000.xml
Benoist	Bernoise	de l’histoire coloniale, avec quelle éloquence M. Benoiste d’Azy fils, alors Directeur des Colonies, défend	5837000.xml
Azy	Amy	re coloniale, avec quelle éloquence M. Bernoise d’Azy fils, alors Directeur des Colonies, défendit les 	5837000.xml
Benoist	Bernoise	à notre sujet.   Malgré l’énergique défense de M. Benoiste d’Azy, au nom des Colonies, voici quels furent l	5837000.xml
Azy	Amy	et.   Malgré l’énergique défense de M. Bernoise d’Azy, au nom des Colonies, voici quels furent les  des	5837000.xml
Etat	État	ander une autorisation délibérée par le Conseil d’Etat ;   « 3° Que les objets non compris dans la catég	5837000.xml
sénatus	sénats	st indispensable pour bien comprendre l’esprit du sénatusconsulte du 4 juillet 1866, pour saisir non-seulem	5837000.xml
aujourd	aujourd’hui	ns déjà fait ce travail autrefois ; nous n’aurons aujourd’hui’hui qu’à nous répéter, car, si la lutte s’acc	5837000.xml
aujourd	aujourd’hui	é : ce que les industriels métropolitains veulent aujourd’hui’hui, comme il y a douze ans, c’est que les co	5837000.xml
sénatus	sénats	ence au pacte colonial de Colbert pour aboutir au sénatusconsulte émancipateur de 1866.   Le pacte colonial	5837000.xml
Bismark	Bismarck	inées lentement, mais sûrement, vers ce que M. de Bismarkk aurait appelé le moment psychologique, c’est-à-d	5837000.xml
privilége	privilège	retour elle garantissait à leurs produits un égal privilége sur le marché français. Le contrat était donc syn	5837000.xml
aujourd	aujourd’hui	ussit ici ne convient pas là, que ce qui est vrai aujourd’hui’hui peut être erroné demain. Pour tout dire d	5837000.xml
Procuste	Procureuse	e fallait pas que le pacte colonial fût un lit de Procustese dans lequel la Métropole crût avoir le droit de	5837000.xml
oeuvre	œuvre	onséquence immédiate de faire renchérir la main-d’oeuvre c’està-dire d’augmenter les frais’ de la producti	5837000.xml
està	est	e immédiate de faire renchérir la main-d’œuvre, c’estàdire d’augmenter les frais’ de la production colon	5837000.xml
niaux	nivaux	 dès  1852 , accorder aux sucres colo-   — 16 —   niauxx une protection de 7 francs, à laquelle fut ajout	5837000.xml
gouvervement	gouvernement	s l’interdiction de cette immigration en 1859, le gouvervement passa avec le gouvernement anglais la convention 	5837000.xml
étrauger	étranger	 la faculté d’exporter les produits coloniaux à l’étrauger par tous pavillons ; la faculté de* se servir des	5837000.xml
Procuste	Procureuse	le était inapplicable. C’était toujours le lit de Procustese. Les tarifs métropolitains devaient nécessairem	5837000.xml
er	et	nnée 1864, fut obligé de la prolonger jusqu’au  1 er  janvier 4870, par la loi du 7 mai 1864.   Mais c	5837000.xml
sénatus	sénats	ème.   C’est dans ces circonstances qu’apparut le sénatusconsulte du 4 juillet 1866, dont nous allons nous 	5837000.xml
sénatus	sénats	 maintenant.  III  Pour bien préciser l’esprit du sénatusconsulte de 1866 et faire comprendre l’importance 	5837000.xml
sénatus	sénats	gislation douanière, il suffit de rappeler que ce sénatusconsulte ne fut autre chose que le correctif indis	5837000.xml
sénatus	sénats	tions.   C’est ce système de compensations que le sénatusconsulte de 1866 a eu pour but d’organiser et de r	5837000.xml
périeures	prieures	 étaient réservées à la décision d’autorités su«  périeures ; mais le Gouvernement considère ces « modificati	5837000.xml
pos	pis	 la fois pour donner satisfaction au désir de nos pos«  sessions  de régler, selon leurs besoins légiti	5837000.xml
Etat	État	et en même temps:, pour affranchir le budget de l’Etat de charges qu’il ne lui paraît  pas  juste de fai	5837000.xml
depenses	dépenses	— la Métropole imposait aux colonies une part des depenses figurant annuellement au budget de l’Etat et ne g	5837000.xml
Etat	État	des dépenses figurant annuellement au budget de l’Etat et ne gardait à sa charge que le contingent qui, 	5837000.xml
Etat	État	aineté , constitue essentiellement une dette de l’Etat. En même temps les colonies étaient averties qu’e	5837000.xml
besoiu	besoin	s octrois de mer votés par le Conseil général ont besoiu, pour être rendus exécutoires, d’un arrêté du Gou	5837000.xml
Etat	État	’un impôt nouveau, il faut un décret du Chef de l’Etat approuvant la délibération du Conseil.   Voyons m	5837000.xml
sénatusconsulte	sénatus-consulte	nies ont usé des facultés que leur a accordées le sénatusconsultee de 1866 et Jusqu’à quel point il est vrai, comme	5837000.xml
sénatus	sénats	use, d’avoir outre-passé leurs attributions.   Le sénatusconsulte de 1866 était la rupture éclatante du pré	5837000.xml
sénatus	sénats	ut, pour réaliser les promesses contenues dans le sénatusconsulte de 1866, que fallait-il faire ? La répons	5837000.xml
Guade	Ruade	égale.   En ce qui concerne la Martinique et  la  Guade-   — 22 —   loupe, ce fut le Conseil d’Etat de l’	5837000.xml
Etat	État	 la  Ruade-   — 22 —   loupe, ce fut le Conseil d’Etat de l’Empire qui statua sur leur cas et qui reconn	5837000.xml
Etat	État	soumettre le vote du Conseil général au Conseil d’Etat ; ce ne fut qu’après le 24 mai, qu’un décret du 4	5837000.xml
sénatus	sénats	 Dès les premiers jours de la mise en pratique du sénatusconsulte de 1866, il s’est élevé à ce sujet de viv	5837000.xml
Aujourd	Aujourd’hui	u commerce, de l’agriculture et de l’industrie.   Aujourd’hui’hui les récriminations des fabricants de tiss	5837000.xml
Ozenne	Ozone	griculture, du commerce et de l’industrie, par M, Ozenne secrétaire général du ministère de l’agriculture 	5837000.xml
Benoist	Bernoise	 développés, dans l’enquête de 1872 à 1875 par M. Benoiste-d’Azy, alors directeur des  colonies ?  par nos 	5837000.xml
Laserve	La serve	s directeur des  colonies ?  par nos députés, MM. Laservee et de Mahy, et par notre Chambre de commerce, en	5837000.xml
Mahy	Mary	  colonies ?  par nos députés, MM. La serve et de Mahy, et par notre Chambre de commerce, enfin par nous	5837000.xml
nousmême	nous même	Mary, et par notre Chambre de commerce, enfin par nousmêmee.   Première question  : « Le droit accordé aux C	5837000.xml
sénatus	sénats	Conseils généraux des colonies par l’article 2 du sénatusconsulte du 4 juillet 1866 de voter les tarifs de 	5837000.xml
complétement	complètement	les colonies, implique-t-il le droit de supprimer complétement ces tarifs et de les remplacer par la taxe unique	5837000.xml
Etat	État	sible sur ce point. La jurisprudence du Conseil d’Etat n’a pas varié, malgré les réclamations multipliée	5837000.xml
Etat	État	ère du commerce et de l’agriculture. Le Conseil d’Etat de l’Empire, la Commission provisoire qui lui fut	5837000.xml
Etat	État	ès le 4 septembre 1870, le nouveau  24  Conseil d’Etat ont reconnu et consacré le droit qui appartient a	5837000.xml
Ancel	Cancel	le Corps législatif, saisi de la question par MM. Ancell et Pouyer-Quertier, donna gain de cause aux colo	5837000.xml
Pouyer	Poudroyer	égislatif, saisi de la question par MM. Cancel et Pouyeryer-Quertier, donna gain de cause aux colonies. En	5837000.xml
Malo	Mali	 lui étaient adressées par des armateurs de Saint-Malo, Saint-Servan, Granville, réclamant contre l’octr	5837000.xml
Servan	Sevran	 adressées par des armateurs de Saint-Mali, Saint-Servan, Granville, réclamant contre l’octroi de mer aux 	5837000.xml
sénatus	sénats	it de se rappeler dans quel esprit a été conçu le sénatusconsulte de 1866, à quel mobile a obéi le législat	5837000.xml
mèrepatrie	mère patrie	ontredire.   C’est pourquoi, en même temps que la mèrepatriee grevait les budgets coloniaux d’une somme d’envi	5837000.xml
Etat	État	n et demi, acquittée jusque-là par le budget de l’Etat, et qu’elle supprimait les détaxes établies en le	5837000.xml
sénatus	sénats	le émancipait commercialement les colonies par le sénatusconsulte de 1866.   Au premier rang des attributio	5837000.xml
sénatus	sénats	 les tarifs de douane et les octrois de mer.   Le sénatusconsulte dit que les délibérations relatives aux d	5837000.xml
Etat	État	sont rendues exécutoires par décret, le Conseil d’Etat entendu.   La grande question est celle-ci : les 	5837000.xml
Etat	État	ine et des colonies a dit  oui  , et le Conseil d’Etat, par quatre fois, a approuvé cette dernière inter	5837000.xml
judi	Judy	oins ?   « Un tarif de douane, ainsi que l’a très-judi«  cieusement fait remarquer M. Michel Chevalier «	5837000.xml
cieusement	creusement	  « Un tarif de douane, ainsi que l’a très-Judy«  cieusement fait remarquer M. Michel Chevalier « au Corps lég	5837000.xml
